Mod:Item:MetaData, Localized Name
conarm:armor_trim:0, Tan Deathworm Chitin Armor Trim
conarm:armor_trim:0, Bronze Dragon Scales Armor Trim
conarm:armor_trim:0, Blue Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Purple Sea Serpent Scales Armor Trim
conarm:armor_trim:0, White Dragon Scales Armor Trim
conarm:armor_trim:0, White Deathworm Chitin Armor Trim
conarm:armor_trim:0, Brown Deathworm Chitin Armor Trim
conarm:armor_trim:0, Gray Dragon Scales Armor Trim
conarm:armor_trim:0, Sapphire Dragon Scales Armor Trim
conarm:armor_trim:0, Teal Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Blue Dragon Scales Armor Trim
conarm:armor_trim:0, Forest Troll Leather Armor Trim
conarm:armor_trim:0, Green Dragon Scales Armor Trim
conarm:armor_trim:0, Mountain Troll Leather Armor Trim
conarm:armor_trim:0, Bronze Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Red Dragon Scales Armor Trim
conarm:armor_trim:0, Deep Blue Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Red Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Green Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Silver Dragon Scales Armor Trim
conarm:armor_trim:0, Blood Infused Wooden Armor Trim
conarm:armor_trim:0, Blood Infused Iron Armor Trim
conarm:armor_trim:0, Ancient Metal Armor Trim
conarm:armor_trim:0, Tar Armor Trim
conarm:armor_trim:0, Treated Wood Armor Trim
conarm:armor_trim:0, Constantan Armor Trim
conarm:armor_trim:0, Prosperity Shard Armor Trim
conarm:armor_trim:0, Soulium Armor Trim
conarm:armor_trim:0, Base Essence Armor Trim
conarm:armor_trim:0, Inferium Armor Trim
conarm:armor_trim:0, Prudentium Armor Trim
conarm:armor_trim:0, Intermedium Armor Trim
conarm:armor_trim:0, Superium Armor Trim
conarm:armor_trim:0, Supremium Armor Trim
conarm:armor_trim:0, Alumite Armor Trim
conarm:armor_trim:0, Nickel Armor Trim
conarm:armor_trim:0, Invar Armor Trim
conarm:armor_trim:0, Iridium Armor Trim
conarm:armor_trim:0, Osmium Armor Trim
conarm:armor_trim:0, Refined Obsidian Armor Trim
conarm:armor_trim:0, Refined Glowstone Armor Trim
conarm:armor_trim:0, Osgloglas Armor Trim
conarm:armor_trim:0, Osmiridium Armor Trim
conarm:armor_trim:0, Titanium Armor Trim
conarm:armor_trim:0, Lumium Armor Trim
conarm:armor_trim:0, Signalum Armor Trim
conarm:armor_trim:0, Platinum Armor Trim
conarm:armor_trim:0, Enderium Armor Trim
conarm:armor_trim:0, Black Quartz Armor Trim
conarm:armor_trim:0, Void Armor Trim
conarm:armor_trim:0, Enori Armor Trim
conarm:armor_trim:0, Palis Armor Trim
conarm:armor_trim:0, Restonia Armor Trim
conarm:armor_trim:0, Emeradic Armor Trim
conarm:armor_trim:0, Diamatine Armor Trim
conarm:armor_trim:0, Infinity Armor Trim
conarm:armor_trim:0, Certus Quartz Armor Trim
conarm:armor_trim:0, Fluix Crystal Armor Trim
conarm:armor_trim:0, Mica Armor Trim
conarm:armor_trim:0, Litherite Armor Trim
conarm:armor_trim:0, Erodium Armor Trim
conarm:armor_trim:0, Kyronite Armor Trim
conarm:armor_trim:0, Pladium Armor Trim
conarm:armor_trim:0, Ionite Armor Trim
conarm:armor_trim:0, Aethium Armor Trim
conarm:armor_trim:0, Thaumium Armor Trim
conarm:armor_trim:0, Starmetal Armor Trim
conarm:armor_trim:0, Boron Armor Trim
conarm:armor_trim:0, Tough Alloy Armor Trim
conarm:armor_trim:0, Hard Carbon Armor Trim
conarm:armor_trim:0, Boron Nitride Armor Trim
conarm:armor_trim:0, Thorium Armor Trim
conarm:armor_trim:0, Uranium Armor Trim
conarm:armor_trim:0, Magnesium Armor Trim
conarm:armor_trim:0, Chocolate Armor Trim
conarm:armor_trim:0, Blood Bronze Armor Trim
conarm:armor_trim:0, Mirion Armor Trim
conarm:armor_trim:0, Livingwood Armor Trim
conarm:armor_trim:0, Manasteel Armor Trim
conarm:armor_trim:0, Elementium Armor Trim
conarm:armor_trim:0, Terrasteel Armor Trim
conarm:armor_trim:0, Bloodwood Armor Trim
conarm:armor_trim:0, Fusewood Armor Trim
conarm:armor_trim:0, Ghostwood Armor Trim
conarm:armor_trim:0, Darkwood Armor Trim
conarm:armor_trim:0, Emerald Armor Trim
conarm:armor_plate:0, Electrical Armor Plates
conarm:armor_plate:0, Energetic Armor Plates
conarm:armor_plate:0, Vibrant Armor Plates
conarm:armor_plate:0, Red Armor Plates
conarm:armor_plate:0, Conductive Armor Plates
conarm:armor_plate:0, Pulsating Armor Plates
conarm:armor_plate:0, Dark Armor Plates
conarm:armor_plate:0, Souled Armor Plates
conarm:armor_plate:0, Armor Plates of the End
conarm:armor_plate:0, Fake-Iron Armor Plates
conarm:armor_plate:0, Naga Scale Armor Plates
conarm:armor_plate:0, Steeleaf Armor Plates
conarm:armor_plate:0, Fiery Armor Plates
conarm:armor_plate:0, Knightly Armor Plates
conarm:armor_plate:0, Wooden Armor Plates
conarm:armor_plate:0, Stone Armor Plates
conarm:armor_plate:0, Flint Armor Plates
conarm:armor_plate:0, Cactus Armor Plates
conarm:armor_plate:0, Bone Armor Plates
conarm:armor_plate:0, Obsidian Armor Plates
conarm:armor_plate:0, Prismarine Armor Plates
conarm:armor_plate:0, End Armor Plates
conarm:armor_plate:0, Sponge Armor Plates
conarm:armor_plate:0, Firewood Armor Plates
conarm:armor_plate:0, Iron Armor Plates
conarm:armor_plate:0, Pig Iron Armor Plates
conarm:armor_plate:0, Knightslime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Magma Slime Armor Plates
conarm:armor_plate:0, Netherrack Armor Plates
conarm:armor_plate:0, Cobalt Armor Plates
conarm:armor_plate:0, Ardite Armor Plates
conarm:armor_plate:0, Manyullyn Armor Plates
conarm:armor_plate:0, Copper Armor Plates
conarm:armor_plate:0, Bronze Armor Plates
conarm:armor_plate:0, Lead Armor Plates
conarm:armor_plate:0, Silver Armor Plates
conarm:armor_plate:0, Electrum Armor Plates
conarm:armor_plate:0, Steel Armor Plates
conarm:armor_plate:0, Dragon Bone Armor Plates
conarm:armor_plate:0, Desert Myrmex Chitin Armor Plates
conarm:armor_plate:0, Jungle Myrmex Chitin Armor Plates
conarm:armor_plate:0, Fire Dragonsteel Armor Plates
conarm:armor_plate:0, Ice Dragonsteel Armor Plates
conarm:armor_plate:0, Weezer Armor Plates
conarm:armor_plate:0, Frost Troll Leather Armor Plates
conarm:armor_plate:0, Tan Deathworm Chitin Armor Plates
conarm:armor_plate:0, Bronze Dragon Scales Armor Plates
conarm:armor_plate:0, Blue Sea Serpent Scales Armor Plates
conarm:armor_plate:0, Purple Sea Serpent Scales Armor Plates
conarm:armor_plate:0, White Dragon Scales Armor Plates
conarm:armor_plate:0, White Deathworm Chitin Armor Plates
conarm:armor_plate:0, Brown Deathworm Chitin Armor Plates
conarm:armor_plate:0, Gray Dragon Scales Armor Plates
conarm:armor_plate:0, Sapphire Dragon Scales Armor Plates
conarm:armor_plate:0, Teal Sea Serpent Scales Armor Plates
conarm:armor_plate:0, Blue Dragon Scales Armor Plates
conarm:armor_plate:0, Forest Troll Leather Armor Plates
conarm:armor_plate:0, Green Dragon Scales Armor Plates
conarm:armor_plate:0, Mountain Troll Leather Armor Plates
conarm:armor_plate:0, Bronze Sea Serpent Scales Armor Plates
conarm:armor_plate:0, Red Dragon Scales Armor Plates
conarm:armor_plate:0, Deep Blue Sea Serpent Scales Armor Plates
conarm:armor_plate:0, Red Sea Serpent Scales Armor Plates
conarm:armor_plate:0, Green Sea Serpent Scales Armor Plates
conarm:armor_plate:0, Silver Dragon Scales Armor Plates
conarm:armor_plate:0, Blood Infused Wooden Armor Plates
conarm:armor_plate:0, Blood Infused Iron Armor Plates
conarm:armor_plate:0, Ancient Metal Armor Plates
conarm:armor_plate:0, Tar Armor Plates
conarm:armor_plate:0, Treated Wood Armor Plates
conarm:armor_plate:0, Constantan Armor Plates
conarm:armor_plate:0, Prosperity Shard Armor Plates
conarm:armor_plate:0, Soulium Armor Plates
conarm:armor_plate:0, Base Essence Armor Plates
conarm:armor_plate:0, Inferium Armor Plates
conarm:armor_plate:0, Prudentium Armor Plates
conarm:armor_plate:0, Intermedium Armor Plates
conarm:armor_plate:0, Superium Armor Plates
conarm:armor_plate:0, Supremium Armor Plates
conarm:armor_plate:0, Alumite Armor Plates
conarm:armor_plate:0, Nickel Armor Plates
conarm:armor_plate:0, Invar Armor Plates
conarm:armor_plate:0, Iridium Armor Plates
conarm:armor_plate:0, Osmium Armor Plates
conarm:armor_plate:0, Refined Obsidian Armor Plates
conarm:armor_plate:0, Refined Glowstone Armor Plates
conarm:armor_plate:0, Osgloglas Armor Plates
conarm:armor_plate:0, Osmiridium Armor Plates
conarm:armor_plate:0, Titanium Armor Plates
conarm:armor_plate:0, Lumium Armor Plates
conarm:armor_plate:0, Signalum Armor Plates
conarm:armor_plate:0, Platinum Armor Plates
conarm:armor_plate:0, Enderium Armor Plates
conarm:armor_plate:0, Black Quartz Armor Plates
conarm:armor_plate:0, Void Armor Plates
conarm:armor_plate:0, Enori Armor Plates
conarm:armor_plate:0, Palis Armor Plates
conarm:armor_plate:0, Restonia Armor Plates
conarm:armor_plate:0, Emeradic Armor Plates
conarm:armor_plate:0, Diamatine Armor Plates
conarm:armor_plate:0, Infinity Armor Plates
conarm:armor_plate:0, Certus Quartz Armor Plates
conarm:armor_plate:0, Fluix Crystal Armor Plates
conarm:armor_plate:0, Mica Armor Plates
conarm:armor_plate:0, Litherite Armor Plates
conarm:armor_plate:0, Erodium Armor Plates
conarm:armor_plate:0, Kyronite Armor Plates
conarm:armor_plate:0, Pladium Armor Plates
conarm:armor_plate:0, Ionite Armor Plates
conarm:armor_plate:0, Aethium Armor Plates
conarm:armor_plate:0, Thaumium Armor Plates
conarm:armor_plate:0, Starmetal Armor Plates
conarm:armor_plate:0, Boron Armor Plates
conarm:armor_plate:0, Tough Alloy Armor Plates
conarm:armor_plate:0, Hard Carbon Armor Plates
conarm:armor_plate:0, Boron Nitride Armor Plates
conarm:armor_plate:0, Thorium Armor Plates
conarm:armor_plate:0, Uranium Armor Plates
conarm:armor_plate:0, Magnesium Armor Plates
conarm:armor_plate:0, Chocolate Armor Plates
conarm:armor_plate:0, Blood Bronze Armor Plates
conarm:armor_plate:0, Mirion Armor Plates
conarm:armor_plate:0, Livingwood Armor Plates
conarm:armor_plate:0, Manasteel Armor Plates
conarm:armor_plate:0, Elementium Armor Plates
conarm:armor_plate:0, Terrasteel Armor Plates
conarm:armor_plate:0, Bloodwood Armor Plates
conarm:armor_plate:0, Fusewood Armor Plates
conarm:armor_plate:0, Ghostwood Armor Plates
conarm:armor_plate:0, Darkwood Armor Plates
conarm:armor_plate:0, Emerald Armor Plates
conarm:chest_core:0, Electrical Chestplate Core
conarm:chest_core:0, Energetic Chestplate Core
conarm:chest_core:0, Vibrant Chestplate Core
conarm:chest_core:0, Red Chestplate Core
conarm:chest_core:0, Conductive Chestplate Core
conarm:chest_core:0, Pulsating Chestplate Core
conarm:chest_core:0, Dark Chestplate Core
conarm:chest_core:0, Souled Chestplate Core
conarm:chest_core:0, Chestplate Core of the End
conarm:chest_core:0, Fake-Iron Chestplate Core
conarm:chest_core:0, Naga Scale Chestplate Core
conarm:chest_core:0, Steeleaf Chestplate Core
conarm:chest_core:0, Fiery Chestplate Core
conarm:chest_core:0, Knightly Chestplate Core
conarm:chest_core:0, Wooden Chestplate Core
conarm:chest_core:0, Stone Chestplate Core
conarm:chest_core:0, Flint Chestplate Core
conarm:chest_core:0, Cactus Chestplate Core
conarm:chest_core:0, Bone Chestplate Core
conarm:chest_core:0, Obsidian Chestplate Core
conarm:chest_core:0, Prismarine Chestplate Core
conarm:chest_core:0, End Chestplate Core
conarm:chest_core:0, Sponge Chestplate Core
conarm:chest_core:0, Firewood Chestplate Core
conarm:chest_core:0, Iron Chestplate Core
conarm:chest_core:0, Pig Iron Chestplate Core
conarm:chest_core:0, Knightslime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Magma Slime Chestplate Core
conarm:chest_core:0, Netherrack Chestplate Core
conarm:chest_core:0, Cobalt Chestplate Core
conarm:chest_core:0, Ardite Chestplate Core
conarm:chest_core:0, Manyullyn Chestplate Core
conarm:chest_core:0, Copper Chestplate Core
conarm:chest_core:0, Bronze Chestplate Core
conarm:chest_core:0, Lead Chestplate Core
conarm:chest_core:0, Silver Chestplate Core
conarm:chest_core:0, Electrum Chestplate Core
conarm:chest_core:0, Steel Chestplate Core
conarm:chest_core:0, Dragon Bone Chestplate Core
conarm:chest_core:0, Desert Myrmex Chitin Chestplate Core
conarm:chest_core:0, Jungle Myrmex Chitin Chestplate Core
conarm:chest_core:0, Fire Dragonsteel Chestplate Core
conarm:chest_core:0, Ice Dragonsteel Chestplate Core
conarm:chest_core:0, Weezer Chestplate Core
conarm:chest_core:0, Frost Troll Leather Chestplate Core
conarm:chest_core:0, Tan Deathworm Chitin Chestplate Core
conarm:chest_core:0, Bronze Dragon Scales Chestplate Core
conarm:chest_core:0, Blue Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Purple Sea Serpent Scales Chestplate Core
conarm:chest_core:0, White Dragon Scales Chestplate Core
conarm:chest_core:0, White Deathworm Chitin Chestplate Core
conarm:chest_core:0, Brown Deathworm Chitin Chestplate Core
conarm:chest_core:0, Gray Dragon Scales Chestplate Core
conarm:chest_core:0, Sapphire Dragon Scales Chestplate Core
conarm:chest_core:0, Teal Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Blue Dragon Scales Chestplate Core
conarm:chest_core:0, Forest Troll Leather Chestplate Core
conarm:chest_core:0, Green Dragon Scales Chestplate Core
conarm:chest_core:0, Mountain Troll Leather Chestplate Core
conarm:chest_core:0, Bronze Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Red Dragon Scales Chestplate Core
conarm:chest_core:0, Deep Blue Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Red Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Green Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Silver Dragon Scales Chestplate Core
conarm:chest_core:0, Blood Infused Wooden Chestplate Core
conarm:chest_core:0, Blood Infused Iron Chestplate Core
conarm:chest_core:0, Ancient Metal Chestplate Core
conarm:chest_core:0, Tar Chestplate Core
conarm:chest_core:0, Treated Wood Chestplate Core
conarm:chest_core:0, Constantan Chestplate Core
conarm:chest_core:0, Prosperity Shard Chestplate Core
conarm:chest_core:0, Soulium Chestplate Core
conarm:chest_core:0, Base Essence Chestplate Core
conarm:chest_core:0, Inferium Chestplate Core
conarm:chest_core:0, Prudentium Chestplate Core
conarm:chest_core:0, Intermedium Chestplate Core
conarm:chest_core:0, Superium Chestplate Core
conarm:chest_core:0, Supremium Chestplate Core
conarm:chest_core:0, Alumite Chestplate Core
conarm:chest_core:0, Nickel Chestplate Core
conarm:chest_core:0, Invar Chestplate Core
conarm:chest_core:0, Iridium Chestplate Core
conarm:chest_core:0, Osmium Chestplate Core
conarm:chest_core:0, Refined Obsidian Chestplate Core
conarm:chest_core:0, Refined Glowstone Chestplate Core
conarm:chest_core:0, Osgloglas Chestplate Core
conarm:chest_core:0, Osmiridium Chestplate Core
conarm:chest_core:0, Titanium Chestplate Core
conarm:chest_core:0, Lumium Chestplate Core
conarm:chest_core:0, Signalum Chestplate Core
conarm:chest_core:0, Platinum Chestplate Core
conarm:chest_core:0, Enderium Chestplate Core
conarm:chest_core:0, Black Quartz Chestplate Core
conarm:chest_core:0, Void Chestplate Core
conarm:chest_core:0, Enori Chestplate Core
conarm:chest_core:0, Palis Chestplate Core
conarm:chest_core:0, Restonia Chestplate Core
conarm:chest_core:0, Emeradic Chestplate Core
conarm:chest_core:0, Diamatine Chestplate Core
conarm:chest_core:0, Infinity Chestplate Core
conarm:chest_core:0, Certus Quartz Chestplate Core
conarm:chest_core:0, Fluix Crystal Chestplate Core
conarm:chest_core:0, Mica Chestplate Core
conarm:chest_core:0, Litherite Chestplate Core
conarm:chest_core:0, Erodium Chestplate Core
conarm:chest_core:0, Kyronite Chestplate Core
conarm:chest_core:0, Pladium Chestplate Core
conarm:chest_core:0, Ionite Chestplate Core
conarm:chest_core:0, Aethium Chestplate Core
conarm:chest_core:0, Thaumium Chestplate Core
conarm:chest_core:0, Starmetal Chestplate Core
conarm:chest_core:0, Boron Chestplate Core
conarm:chest_core:0, Tough Alloy Chestplate Core
conarm:chest_core:0, Hard Carbon Chestplate Core
conarm:chest_core:0, Boron Nitride Chestplate Core
conarm:chest_core:0, Thorium Chestplate Core
conarm:chest_core:0, Uranium Chestplate Core
conarm:chest_core:0, Magnesium Chestplate Core
conarm:chest_core:0, Chocolate Chestplate Core
conarm:chest_core:0, Blood Bronze Chestplate Core
conarm:chest_core:0, Mirion Chestplate Core
conarm:chest_core:0, Livingwood Chestplate Core
conarm:chest_core:0, Manasteel Chestplate Core
conarm:chest_core:0, Elementium Chestplate Core
conarm:chest_core:0, Terrasteel Chestplate Core
conarm:chest_core:0, Bloodwood Chestplate Core
conarm:chest_core:0, Fusewood Chestplate Core
conarm:chest_core:0, Ghostwood Chestplate Core
conarm:chest_core:0, Darkwood Chestplate Core
conarm:chest_core:0, Emerald Chestplate Core
conarm:leggings_core:0, Electrical Leggings Core
conarm:leggings_core:0, Energetic Leggings Core
conarm:leggings_core:0, Vibrant Leggings Core
conarm:leggings_core:0, Red Leggings Core
conarm:leggings_core:0, Conductive Leggings Core
conarm:leggings_core:0, Pulsating Leggings Core
conarm:leggings_core:0, Dark Leggings Core
conarm:leggings_core:0, Souled Leggings Core
conarm:leggings_core:0, Leggings Core of the End
conarm:leggings_core:0, Fake-Iron Leggings Core
conarm:leggings_core:0, Naga Scale Leggings Core
conarm:leggings_core:0, Steeleaf Leggings Core
conarm:leggings_core:0, Fiery Leggings Core
conarm:leggings_core:0, Knightly Leggings Core
conarm:leggings_core:0, Wooden Leggings Core
conarm:leggings_core:0, Stone Leggings Core
conarm:leggings_core:0, Flint Leggings Core
conarm:leggings_core:0, Cactus Leggings Core
conarm:leggings_core:0, Bone Leggings Core
conarm:leggings_core:0, Obsidian Leggings Core
conarm:leggings_core:0, Prismarine Leggings Core
conarm:leggings_core:0, End Leggings Core
conarm:leggings_core:0, Sponge Leggings Core
conarm:leggings_core:0, Firewood Leggings Core
conarm:leggings_core:0, Iron Leggings Core
conarm:leggings_core:0, Pig Iron Leggings Core
conarm:leggings_core:0, Knightslime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Magma Slime Leggings Core
conarm:leggings_core:0, Netherrack Leggings Core
conarm:leggings_core:0, Cobalt Leggings Core
conarm:leggings_core:0, Ardite Leggings Core
conarm:leggings_core:0, Manyullyn Leggings Core
conarm:leggings_core:0, Copper Leggings Core
conarm:leggings_core:0, Bronze Leggings Core
conarm:leggings_core:0, Lead Leggings Core
conarm:leggings_core:0, Silver Leggings Core
conarm:leggings_core:0, Electrum Leggings Core
conarm:leggings_core:0, Steel Leggings Core
conarm:leggings_core:0, Dragon Bone Leggings Core
conarm:leggings_core:0, Desert Myrmex Chitin Leggings Core
conarm:leggings_core:0, Jungle Myrmex Chitin Leggings Core
conarm:leggings_core:0, Fire Dragonsteel Leggings Core
conarm:leggings_core:0, Ice Dragonsteel Leggings Core
conarm:leggings_core:0, Weezer Leggings Core
conarm:leggings_core:0, Frost Troll Leather Leggings Core
conarm:leggings_core:0, Tan Deathworm Chitin Leggings Core
conarm:leggings_core:0, Bronze Dragon Scales Leggings Core
conarm:leggings_core:0, Blue Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Purple Sea Serpent Scales Leggings Core
conarm:leggings_core:0, White Dragon Scales Leggings Core
conarm:leggings_core:0, White Deathworm Chitin Leggings Core
conarm:leggings_core:0, Brown Deathworm Chitin Leggings Core
conarm:leggings_core:0, Gray Dragon Scales Leggings Core
conarm:leggings_core:0, Sapphire Dragon Scales Leggings Core
conarm:leggings_core:0, Teal Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Blue Dragon Scales Leggings Core
conarm:leggings_core:0, Forest Troll Leather Leggings Core
conarm:leggings_core:0, Green Dragon Scales Leggings Core
conarm:leggings_core:0, Mountain Troll Leather Leggings Core
conarm:leggings_core:0, Bronze Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Red Dragon Scales Leggings Core
conarm:leggings_core:0, Deep Blue Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Red Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Green Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Silver Dragon Scales Leggings Core
conarm:leggings_core:0, Blood Infused Wooden Leggings Core
conarm:leggings_core:0, Blood Infused Iron Leggings Core
conarm:leggings_core:0, Ancient Metal Leggings Core
conarm:leggings_core:0, Tar Leggings Core
conarm:leggings_core:0, Treated Wood Leggings Core
conarm:leggings_core:0, Constantan Leggings Core
conarm:leggings_core:0, Prosperity Shard Leggings Core
conarm:leggings_core:0, Soulium Leggings Core
conarm:leggings_core:0, Base Essence Leggings Core
conarm:leggings_core:0, Inferium Leggings Core
conarm:leggings_core:0, Prudentium Leggings Core
conarm:leggings_core:0, Intermedium Leggings Core
conarm:leggings_core:0, Superium Leggings Core
conarm:leggings_core:0, Supremium Leggings Core
conarm:leggings_core:0, Alumite Leggings Core
conarm:leggings_core:0, Nickel Leggings Core
conarm:leggings_core:0, Invar Leggings Core
conarm:leggings_core:0, Iridium Leggings Core
conarm:leggings_core:0, Osmium Leggings Core
conarm:leggings_core:0, Refined Obsidian Leggings Core
conarm:leggings_core:0, Refined Glowstone Leggings Core
conarm:leggings_core:0, Osgloglas Leggings Core
conarm:leggings_core:0, Osmiridium Leggings Core
conarm:leggings_core:0, Titanium Leggings Core
conarm:leggings_core:0, Lumium Leggings Core
conarm:leggings_core:0, Signalum Leggings Core
conarm:leggings_core:0, Platinum Leggings Core
conarm:leggings_core:0, Enderium Leggings Core
conarm:leggings_core:0, Black Quartz Leggings Core
conarm:leggings_core:0, Void Leggings Core
conarm:leggings_core:0, Enori Leggings Core
conarm:leggings_core:0, Palis Leggings Core
conarm:leggings_core:0, Restonia Leggings Core
conarm:leggings_core:0, Emeradic Leggings Core
conarm:leggings_core:0, Diamatine Leggings Core
conarm:leggings_core:0, Infinity Leggings Core
conarm:leggings_core:0, Certus Quartz Leggings Core
conarm:leggings_core:0, Fluix Crystal Leggings Core
conarm:leggings_core:0, Mica Leggings Core
conarm:leggings_core:0, Litherite Leggings Core
conarm:leggings_core:0, Erodium Leggings Core
conarm:leggings_core:0, Kyronite Leggings Core
conarm:leggings_core:0, Pladium Leggings Core
conarm:leggings_core:0, Ionite Leggings Core
conarm:leggings_core:0, Aethium Leggings Core
conarm:leggings_core:0, Thaumium Leggings Core
conarm:leggings_core:0, Starmetal Leggings Core
conarm:leggings_core:0, Boron Leggings Core
conarm:leggings_core:0, Tough Alloy Leggings Core
conarm:leggings_core:0, Hard Carbon Leggings Core
conarm:leggings_core:0, Boron Nitride Leggings Core
conarm:leggings_core:0, Thorium Leggings Core
conarm:leggings_core:0, Uranium Leggings Core
conarm:leggings_core:0, Magnesium Leggings Core
conarm:leggings_core:0, Chocolate Leggings Core
conarm:leggings_core:0, Blood Bronze Leggings Core
conarm:leggings_core:0, Mirion Leggings Core
conarm:leggings_core:0, Livingwood Leggings Core
conarm:leggings_core:0, Manasteel Leggings Core
conarm:leggings_core:0, Elementium Leggings Core
conarm:leggings_core:0, Terrasteel Leggings Core
conarm:leggings_core:0, Bloodwood Leggings Core
conarm:leggings_core:0, Fusewood Leggings Core
conarm:leggings_core:0, Ghostwood Leggings Core
conarm:leggings_core:0, Darkwood Leggings Core
conarm:leggings_core:0, Emerald Leggings Core
conarm:boots_core:0, Electrical Boots Core
conarm:boots_core:0, Energetic Boots Core
conarm:boots_core:0, Vibrant Boots Core
conarm:boots_core:0, Red Boots Core
conarm:boots_core:0, Conductive Boots Core
conarm:boots_core:0, Pulsating Boots Core
conarm:boots_core:0, Dark Boots Core
conarm:boots_core:0, Souled Boots Core
conarm:boots_core:0, Boots Core of the End
conarm:boots_core:0, Fake-Iron Boots Core
conarm:boots_core:0, Naga Scale Boots Core
conarm:boots_core:0, Steeleaf Boots Core
conarm:boots_core:0, Fiery Boots Core
conarm:boots_core:0, Knightly Boots Core
conarm:boots_core:0, Wooden Boots Core
conarm:boots_core:0, Stone Boots Core
conarm:boots_core:0, Flint Boots Core
conarm:boots_core:0, Cactus Boots Core
conarm:boots_core:0, Bone Boots Core
conarm:boots_core:0, Obsidian Boots Core
conarm:boots_core:0, Prismarine Boots Core
conarm:boots_core:0, End Boots Core
conarm:boots_core:0, Sponge Boots Core
conarm:boots_core:0, Firewood Boots Core
conarm:boots_core:0, Iron Boots Core
conarm:boots_core:0, Pig Iron Boots Core
conarm:boots_core:0, Knightslime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Magma Slime Boots Core
conarm:boots_core:0, Netherrack Boots Core
conarm:boots_core:0, Cobalt Boots Core
conarm:boots_core:0, Ardite Boots Core
conarm:boots_core:0, Manyullyn Boots Core
conarm:boots_core:0, Copper Boots Core
conarm:boots_core:0, Bronze Boots Core
conarm:boots_core:0, Lead Boots Core
conarm:boots_core:0, Silver Boots Core
conarm:boots_core:0, Electrum Boots Core
conarm:boots_core:0, Steel Boots Core
conarm:boots_core:0, Dragon Bone Boots Core
conarm:boots_core:0, Desert Myrmex Chitin Boots Core
conarm:boots_core:0, Jungle Myrmex Chitin Boots Core
conarm:boots_core:0, Fire Dragonsteel Boots Core
conarm:boots_core:0, Ice Dragonsteel Boots Core
conarm:boots_core:0, Weezer Boots Core
conarm:boots_core:0, Frost Troll Leather Boots Core
conarm:boots_core:0, Tan Deathworm Chitin Boots Core
conarm:boots_core:0, Bronze Dragon Scales Boots Core
conarm:boots_core:0, Blue Sea Serpent Scales Boots Core
conarm:boots_core:0, Purple Sea Serpent Scales Boots Core
conarm:boots_core:0, White Dragon Scales Boots Core
conarm:boots_core:0, White Deathworm Chitin Boots Core
conarm:boots_core:0, Brown Deathworm Chitin Boots Core
conarm:boots_core:0, Gray Dragon Scales Boots Core
conarm:boots_core:0, Sapphire Dragon Scales Boots Core
conarm:boots_core:0, Teal Sea Serpent Scales Boots Core
conarm:boots_core:0, Blue Dragon Scales Boots Core
conarm:boots_core:0, Forest Troll Leather Boots Core
conarm:boots_core:0, Green Dragon Scales Boots Core
conarm:boots_core:0, Mountain Troll Leather Boots Core
conarm:boots_core:0, Bronze Sea Serpent Scales Boots Core
conarm:boots_core:0, Red Dragon Scales Boots Core
conarm:boots_core:0, Deep Blue Sea Serpent Scales Boots Core
conarm:boots_core:0, Red Sea Serpent Scales Boots Core
conarm:boots_core:0, Green Sea Serpent Scales Boots Core
conarm:boots_core:0, Silver Dragon Scales Boots Core
conarm:boots_core:0, Blood Infused Wooden Boots Core
conarm:boots_core:0, Blood Infused Iron Boots Core
conarm:boots_core:0, Ancient Metal Boots Core
conarm:boots_core:0, Tar Boots Core
conarm:boots_core:0, Treated Wood Boots Core
conarm:boots_core:0, Constantan Boots Core
conarm:boots_core:0, Prosperity Shard Boots Core
conarm:boots_core:0, Soulium Boots Core
conarm:boots_core:0, Base Essence Boots Core
conarm:boots_core:0, Inferium Boots Core
conarm:boots_core:0, Prudentium Boots Core
conarm:boots_core:0, Intermedium Boots Core
